feature,assignation_round,annotations_subset,feature_type,feature_output,feature_biotype,community_flag
Gm13264-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13266-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13267-exon,long_exon,long,exon,gene_name,antisense,False
Gm13270-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13274-exon,long_exon,long,exon,gene_name,antisense,False
Gm13282-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm13285_Gm13288_Gm13290_Ifnz_Gm13283_Gm13289_Gm13277_Gm13278_etc-exon,long_exon,long,exon,gene_name,protein_coding,True
Gm13293-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13296-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13299-exon,long_exon,long,exon,gene_name,antisense,False
Gm13304-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm13306_Ccl27b-exon,long_exon,long,exon,gene_name,protein_coding,True
Gm13307-exon,long_exon,long,exon,gene_name,antisense,False
Gm13313-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13327-exon,long_exon,long,exon,gene_name,antisense,False
Gm13330-exon,long_exon,long,exon,gene_name,antisense,False
Gm13344-exon,long_exon,long,exon,gene_name,antisense,False
Gm13346-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13349-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm1335-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13350-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13357-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13359-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13362-exon,long_exon,long,exon,gene_name,antisense,False
Gm13368-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13375-exon,long_exon,long,exon,gene_name,antisense,False
Gm13377-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm13379-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13380-exon,long_exon,long,exon,gene_name,sense_intronic,False
Gm13383-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13385-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13387-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13391-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13393-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13397_Gm31300_Gm9317_Gm49255-exon,long_exon,long,exon,gene_name,processed_pseudogene,True
Gm13398-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm13401-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13403-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13404-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13410-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13415-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13418-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13419-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13420-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm13421-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13422-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13423-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13425-exon,long_exon,long,exon,gene_name,antisense,False
Gm13426-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13427-exon,long_exon,long,exon,gene_name,antisense,False
Gm13429-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13431-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13432-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13441-exon,long_exon,long,exon,gene_name,antisense,False
Gm13442-exon,long_exon,long,exon,gene_name,antisense,False
Gm13445-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13446-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13448-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13449-exon,long_exon,long,exon,gene_name,antisense,False
Gm13452-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13454-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13460-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13466-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13469-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13470-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13473-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13474-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm13479-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13481-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13483-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13486-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13489-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13490-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13496-exon,long_exon,long,exon,gene_name,antisense,False
Gm13497-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13498-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13499-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13510-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13511-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13517-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13521-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13523-exon,long_exon,long,exon,gene_name,antisense,False
Gm13528-exon,long_exon,long,exon,gene_name,antisense,False
Gm13535-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13536-exon,long_exon,long,exon,gene_name,antisense,False
Gm13537-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13539-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm13542-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13544-exon,long_exon,long,exon,gene_name,antisense,False
Gm13546-exon,long_exon,long,exon,gene_name,antisense,False
Gm13547-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm13548-exon,long_exon,long,exon,gene_name,transcribed_processed_pseudogene,False
Gm13553-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13557-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13562-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13563-exon,long_exon,long,exon,gene_name,antisense,False
Gm13566-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13568-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13570-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13571-exon,long_exon,long,exon,gene_name,antisense,False
Gm13574-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13580-exon,long_exon,long,exon,gene_name,antisense,False
Gm13582-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13583-exon,long_exon,long,exon,gene_name,antisense,False
Gm13589-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13590-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13592-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm136-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm13602-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13604-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13605-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13607-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13608-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13610-exon,long_exon,long,exon,gene_name,antisense,False
Gm13612-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13614-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13615-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13617-exon,long_exon,long,exon,gene_name,antisense,False
Gm13619-exon,long_exon,long,exon,gene_name,antisense,False
Gm13620-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13625-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13627-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13629-exon,long_exon,long,exon,gene_name,antisense,False
Gm13630-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13631-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13632-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13633-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13641-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13647-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13648-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13650-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13652-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13655-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13657-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13663-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13668-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13670-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13678-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13680_Gm8231-exon,long_exon,long,exon,gene_name,processed_pseudogene,True
Gm13686-exon,long_exon,long,exon,gene_name,antisense,False
Gm13687-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13689-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13698_Gm13693_Gm13695_Gm13696_Gm13694_Gm13697_Gm13691-exon,long_exon,long,exon,gene_name,protein_coding,True
Gm13702-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13708-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13710-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13711-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm13712-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm13713-exon,long_exon,long,exon,gene_name,antisense,False
Gm13715-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13716-exon,long_exon,long,exon,gene_name,antisense,False
Gm13717-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13720-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13722-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13723-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm13724-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13726-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13737-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13746-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13771-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13778-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13780-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13782-exon,long_exon,long,exon,gene_name,antisense,False
Gm13783-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13785-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13786-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13790-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13791-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13793-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13807-exon,long_exon,long,exon,gene_name,antisense,False
Gm13809-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13813-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13814-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13816-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13829-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13830-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13837-exon,long_exon,long,exon,gene_name,antisense,False
Gm13839-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13840-exon,long_exon,long,exon,gene_name,sense_intronic,False
Gm13842-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13844-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13848-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13853-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13855-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13856-exon,long_exon,long,exon,gene_name,antisense,False
Gm13857-exon,long_exon,long,exon,gene_name,transcribed_processed_pseudogene,False
Gm13859-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm13868-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13871-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm13872-exon,long_exon,long,exon,gene_name,antisense,False
Gm13873-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13874-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13877-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13878-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13881-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13882-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13883-exon,long_exon,long,exon,gene_name,antisense,False
Gm13886-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13889-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm13901-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13914-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13922-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13936-exon,long_exon,long,exon,gene_name,antisense,False
Gm13954-exon,long_exon,long,exon,gene_name,antisense,False
Gm13963-exon,long_exon,long,exon,gene_name,antisense,False
Gm13966-exon,long_exon,long,exon,gene_name,antisense,False
Gm13972-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13974-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm13975-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13977-exon,long_exon,long,exon,gene_name,antisense,False
Gm13983-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13986-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm13990-exon,long_exon,long,exon,gene_name,antisense,False
Gm13992-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm13999-exon,long_exon,long,exon,gene_name,antisense,False
Gm14001-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14002-exon,long_exon,long,exon,gene_name,antisense,False
Gm14006-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm1401-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14011-exon,long_exon,long,exon,gene_name,antisense,False
Gm14014-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14017-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14019-exon,long_exon,long,exon,gene_name,antisense,False
Gm14021-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14022-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14023-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14027-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14029-exon,long_exon,long,exon,gene_name,antisense,False
Gm14032-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14035-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14038-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14042-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14048-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14049-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14051-exon,long_exon,long,exon,gene_name,antisense,False
Gm14055-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14057-exon,long_exon,long,exon,gene_name,transcribed_processed_pseudogene,False
Gm14058-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14061-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14062-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14066-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14071-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14073-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14083-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14093-exon,long_exon,long,exon,gene_name,sense_intronic,False
Gm14099-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14100-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14107-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14113-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14115-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14120-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14123-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14124-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14126-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14128-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14133-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14137-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14139-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14142-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14143-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14147-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14149-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14151-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14153-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14154-exon,long_exon,long,exon,gene_name,antisense,False
Gm14156-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14159-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14161-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14162-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14164-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14167-exon,long_exon,long,exon,gene_name,antisense,False
Gm14168-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14175-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14197-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14198-exon,long_exon,long,exon,gene_name,antisense,False
Gm14199-exon,long_exon,long,exon,gene_name,antisense,False
Gm14204-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14207-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14209-exon,long_exon,long,exon,gene_name,sense_intronic,False
Gm14210-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14214-exon,long_exon,long,exon,gene_name,protein_coding,True
Gm14220-exon,long_exon,long,exon,gene_name,transcribed_processed_pseudogene,False
Gm14221-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14226-exon,long_exon,long,exon,gene_name,protein_coding,True
Gm14228-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14229-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14230-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14232-exon,long_exon,long,exon,gene_name,antisense,False
Gm14235-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14236-exon,long_exon,long,exon,gene_name,antisense,False
Gm14237-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14243-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14246-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14247-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14255-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14258-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14260-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14261-exon,long_exon,long,exon,gene_name,antisense,False
Gm14264-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14266-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14267-exon,long_exon,long,exon,gene_name,transcribed_processed_pseudogene,False
Gm14268-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14275-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14276-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14286-exon,long_exon,long,exon,gene_name,antisense,False
Gm14288_Gm14440_Zfp968-ps-exon,long_exon,long,exon,gene_name,protein_coding,True
Gm14295_Gm14419_Gm2004-exon,long_exon,long,exon,gene_name,protein_coding,True
Gm14296_2210418O10Rik-exon,long_exon,long,exon,gene_name,protein_coding,True
Gm14298-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14301-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14317-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14320-exon,long_exon,long,exon,gene_name,antisense,False
Gm14321-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14322-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14324-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14325-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14326-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14329-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14330-exon,long_exon,long,exon,gene_name,antisense,False
Gm14335-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14339-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14340-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14341-exon,long_exon,long,exon,gene_name,antisense,False
Gm14342-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14366-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14371-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14372-exon,long_exon,long,exon,gene_name,antisense,False
Gm14376-exon,long_exon,long,exon,gene_name,sense_intronic,False
Gm14379-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14380-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14382-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14387-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14390-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14391_Gm6710-exon,long_exon,long,exon,gene_name,protein_coding,True
Gm14392-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14393-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14394-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14396-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14397-exon,long_exon,long,exon,gene_name,antisense,False
Gm14399-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14400_Gm16363-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,True
Gm14401-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14402-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14403-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14404-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14406-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14408-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14409-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14410-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14411-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14412-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14413-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14415-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14416_Gm14405_Gm1980-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,True
Gm14418-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14421-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14424-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14425-exon,long_exon,long,exon,gene_name,transcribed_processed_pseudogene,False
Gm14426-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14429-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14441-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14442-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14443-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14444-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14448-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14451-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14452-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14453-exon,long_exon,long,exon,gene_name,antisense,False
Gm14455-exon,long_exon,long,exon,gene_name,antisense,False
Gm14460-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14461-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14463-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14471-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14486-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14487-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14488-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14493-exon,long_exon,long,exon,gene_name,antisense,False
Gm14496-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14508-exon,long_exon,long,exon,gene_name,antisense,False
Gm14510-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14512-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14516-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14523-exon,long_exon,long,exon,gene_name,transcribed_processed_pseudogene,False
Gm14524-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14536-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14537_Gm44050-exon,long_exon,long,exon,gene_name,processed_pseudogene,True
Gm14538-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14540-exon,long_exon,long,exon,gene_name,antisense,False
Gm14542-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14548-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14549-exon,long_exon,long,exon,gene_name,antisense,False
Gm14565-exon,long_exon,long,exon,gene_name,lincRNA,False
Gm14568-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14569-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14577-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14580-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14581-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14582-exon,long_exon,long,exon,gene_name,antisense,False
Gm14584-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14587-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14591-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14592-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14593-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14597-exon,long_exon,long,exon,gene_name,protein_coding,False
Gm14599-exon,long_exon,long,exon,gene_name,unprocessed_pseudogene,False
Gm14612-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14615-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14620-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14621-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14628-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14630-exon,long_exon,long,exon,gene_name,processed_pseudogene,False
Gm14634-exon,long_exon,long,exon,gene_name,processed_transcript,False
Gm14636-exon,long_exon,long,exon,gene_name,processed_transcript,False
